Tanggal;Tn;Tx;Tavg;RH_avg;ss;ff_x;ff_avg
06/07/2023;23;32.2;27;82;3.9;4;1
07/07/2023;23.4;32.4;27.4;81;3.1;4;2
08/07/2023;22.4;33.4;27.1;76;3.2;4;3
09/07/2023;22.8;33.5;27.6;80;6.7;6;2
10/07/2023;23.7;31.8;27.2;82;5.2;7;2
11/07/2023;23.1;33.1;26;88;5.9;5;2
12/07/2023;23.8;33;27.5;82;4.1;4;2
13/07/2023;24;34.4;28.4;78;7.3;7;1
14/07/2023;23.4;30.4;26.4;84;7.7;3;1
15/07/2023;23.4;32;27.4;80;0;5;1
16/07/2023;24;34.4;28.7;74;5;3;1
17/07/2023;23.9;32.7;28.1;79;;5;2
18/07/2023;24.6;30.2;26.6;87;5.4;5;2
19/07/2023;24;30.7;26.5;77;0.7;7;3
20/07/2023;23.4;29;25.6;88;2.3;4;3
21/07/2023;23.2;35.2;27.7;76;0.7;7;2
22/07/2023;23.4;35;28.6;78;8.3;7;3
23/07/2023;22.5;32.6;25.9;83;7.1;8;2
24/07/2023;22.6;35.4;28;75;5.8;5;2
25/07/2023;22.8;35;28.6;71;6.5;5;1
26/07/2023;23.8;34.5;28.9;72;9;5;2
27/07/2023;24.1;33.8;28.6;75;9;5;1
28/07/2023;24.8;34.6;29.1;76;6.6;5;2
29/07/2023;24.8;33;28.6;77;4.8;6;3
30/07/2023;25.8;32.8;28.4;76;7.4;7;4
31/07/2023;23.8;31.8;27.1;76;6.8;6;3
01/08/2023;23.9;31.9;27.8;74;4.8;6;3
02/08/2023;23.4;34;28;72;4;4;2
03/08/2023;23.5;30;26.8;83;6;7;2
04/08/2023;23.5;34;28.5;76;0;7;3
05/08/2023;23.8;33.3;28.3;78;6.9;6;3
06/08/2023;23.3;34.6;28.4;73;7.7;6;2
07/08/2023;24.1;34;28.4;75;9.3;6;2
08/08/2023;24.1;34;26.6;84;8.7;5;2
09/08/2023;23.3;32.4;26.7;85;6.9;7;2
10/08/2023;23;33.1;27.4;83;4.9;5;3
11/08/2023;23;32.8;27.1;80;5.9;5;2
12/08/2023;23.4;30.3;26.7;88;8.9;2;0
13/08/2023;24.3;31.6;27.1;84;0;5;2
14/08/2023;25;26.8;25.1;95;1.5;4;1
15/08/2023;22.4;32;26.1;86;1.5;4;1
16/08/2023;22.4;32;27.7;83;5.9;6;2
17/08/2023;24.3;30.6;26.7;90;2.9;3;1
18/08/2023;23.6;31.9;26.3;88;1.1;4;1
19/08/2023;23.2;31.2;25.8;87;0.3;5;2
20/08/2023;23.5;32.8;26.3;88;1.8;4;2
21/08/2023;23.2;28;25.1;92;5.9;4;1
22/08/2023;22.5;31.4;26.9;84;0;6;2
23/08/2023;23.4;33.4;28.1;77;5.5;6;2
24/08/2023;23.8;33.5;27.4;82;8.7;6;3
25/08/2023;23.8;32.5;28.2;80;6.9;5;2
26/08/2023;23.2;32.6;26.8;88;6.5;5;2
27/08/2023;23.8;34;27.8;84;7;6;2
28/08/2023;22.6;33.4;27;81;7.4;6;2
29/08/2023;23.2;32;26.7;85;5.3;9;2
30/08/2023;23.2;30.6;26.7;89;3.6;4;1
31/08/2023;23.8;30.4;27.3;84;2.9;5;2
01/09/2023;24.6;32.8;28.3;79;0.2;5;1
02/09/2023;23.6;33.4;28.2;78;7.2;5;1
03/09/2023;24.5;32.4;27.6;81;7.1;7;2
04/09/2023;25.2;31.4;27.6;83;2.8;6;2
05/09/2023;25.6;32.1;27.9;79;2.9;5;2
06/09/2023;25.6;29;24.5;97;4.6;5;1
07/09/2023;22.2;31;25.9;87;0;4;1
08/09/2023;22.5;33.2;28.1;84;1;7;3
09/09/2023;22.9;29.5;25.7;93;6.6;4;1
10/09/2023;23.2;32.6;26.4;88;0;5;1
11/09/2023;22.8;33.1;26.6;85;4.4;5;2
12/09/2023;23.1;32.8;28;81;6.7;8;2
13/09/2023;24.8;33.8;28.7;78;7.4;6;2
14/09/2023;23.8;34.2;28.3;77;8.2;6;2
15/09/2023;24;33.4;28.4;79;8.3;6;2
16/09/2023;24.6;34;29.1;74;4.3;7;3
17/09/2023;24;33.5;28.3;79;8.5;6;2
18/09/2023;24.3;33.2;27.1;88;5.7;5;2
19/09/2023;23.2;33.8;28.1;84;4.3;3;2
20/09/2023;23.8;32.4;26.9;87;5.1;5;1
21/09/2023;23.2;33.6;27.8;82;5.7;6;3
22/09/2023;22.9;33.5;27.2;84;8.4;9;2
23/09/2023;22.8;34.2;27.5;82;6.8;4;1
24/09/2023;22.8;33;26.1;88;5.6;5;2
25/09/2023;23;33.5;27.9;74;2.6;5;2
26/09/2023;24.2;34.4;29;71;7.4;7;3
27/09/2023;23.1;34.6;28.2;73;6.5;8;3
28/09/2023;23;33.8;28;71;7.5;6;2
29/09/2023;23.6;34;28.3;78;6.1;6;2
30/09/2023;24;32.6;27.3;87;5;4;1
01/10/2023;24.6;33.3;27.4;85;0;5;2
02/10/2023;;;;;;;
03/10/2023;;;;;;;
04/10/2023;23.6;33;28;83;0.2;5;2
05/10/2023;24.4;32.2;27.1;90;4.8;6;2
06/10/2023;24.3;34.1;29;81;2;5;2
07/10/2023;24.2;34;28.6;77;2.9;5;2
08/10/2023;23.8;34;28.4;81;4.9;5;2
09/10/2023;24;35;27.1;87;5.9;7;2
10/10/2023;23.8;33.2;27.5;85;4.3;4;2
11/10/2023;23;34.1;28;80;5.2;4;2
12/10/2023;24.7;33.6;27.6;87;5.6;8;2
13/10/2023;25.4;33.8;28.9;79;5.7;5;2
14/10/2023;24.4;34;28.5;81;5.8;5;2
15/10/2023;24.3;33.2;27.2;86;6;6;2
16/10/2023;23.4;33.2;27.4;86;2.8;4;1
17/10/2023;24;34.2;28.5;82;2.7;5;1
18/10/2023;25;31.9;27;90;4.3;5;1
19/10/2023;23.7;31.6;26.6;91;0;4;2
20/10/2023;23;32.5;25.7;92;1.4;6;2
21/10/2023;23.2;33;27.7;84;4.8;9;2
22/10/2023;21.9;30.9;;;5.6;4;1
23/10/2023;;;;;;;
24/10/2023;23.7;31.2;26.1;90;2.3;6;3
25/10/2023;22.9;33;26.7;86;3.4;6;2
26/10/2023;23.1;30.5;25.6;91;7;5;2
27/10/2023;23;31.9;26.6;88;3.7;4;1
28/10/2023;22.5;32;25.9;91;2.8;5;2
29/10/2023;22.8;32.9;26.3;91;4.7;5;2
30/10/2023;23;32.2;27.5;87;;3;0
31/10/2023;23.9;30.5;26;95;3.6;7;2
